Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2018-05-09,46.63750076293945,46.84999847412109,46.30500030517578,46.84000015258789,44.35631561279297,92844800,AAPL
2018-05-10,46.935001373291016,47.59249877929688,46.91249847412109,47.5099983215332,44.99079132080078,111957200,AAPL
2018-05-11,47.372501373291016,47.51499938964844,46.86249923706055,47.147499084472656,44.81967544555664,104848800,AAPL
2018-05-14,47.25249862670898,47.38249969482422,46.96500015258789,47.03749847412109,44.71510314941406,83115200,AAPL
2018-05-15,46.69499969482422,46.76750183105469,46.275001525878906,46.61000061035156,44.308712005615234,94780800,AAPL
2018-05-16,46.51750183105469,47.1150016784668,46.5,47.04499816894531,44.72223281860352,76732400,AAPL
2018-05-17,47.0,47.227500915527344,46.59000015258789,46.747501373291016,44.43942260742188,69176000,AAPL
2018-05-18,46.79750061035156,46.95249938964844,46.532501220703125,46.57749938964844,44.27781677246094,73190800,AAPL
2018-05-21,47.0,47.317501068115234,46.727500915527344,46.907501220703125,44.591529846191406,73603200,AAPL
2018-05-22,47.095001220703125,47.220001220703125,46.69499969482422,46.790000915527344,44.479827880859375,60962800,AAPL
2018-05-23,46.587501525878906,47.125,46.43999862670898,47.09000015258789,44.7650146484375,80233600,AAPL
2018-05-24,47.192501068115234,47.209999084472656,46.5525016784668,47.03749847412109,44.71510314941406,92936000,AAPL
2018-05-25,47.057498931884766,47.41249847412109,46.91249847412109,47.14500045776367,44.817291259765625,69844000,AAPL
2018-05-29,46.900001525878906,47.1875,46.71749877929688,46.97499847412109,44.65568923950195,90056400,AAPL
2018-05-30,46.93000030517578,47.0,46.69499969482422,46.875,44.56062316894531,74762000,AAPL
2018-05-31,46.80500030517578,47.057498931884766,46.53499984741211,46.71749877929688,44.41090393066406,109931200,AAPL
2018-06-01,46.997501373291016,47.56499862670898,46.9375,47.560001373291016,45.21181488037109,93770000,AAPL
2018-06-04,47.90999984741211,48.35499954223633,47.837501525878906,47.95750045776367,45.589691162109375,105064800,AAPL
2018-06-05,48.26750183105469,48.48500061035156,48.09000015258789,48.32749938964844,45.94140625,86264000,AAPL
2018-06-06,48.407501220703125,48.52000045776367,47.97999954223633,48.494998931884766,46.10063934326172,83734400,AAPL
2018-06-07,48.53499984741211,48.54999923706055,48.084999084472656,48.3650016784668,45.97705841064453,85388800,AAPL
2018-06-08,47.79249954223633,48.0,47.442501068115234,47.92499923706055,45.55878829956055,106627200,AAPL
2018-06-11,47.837501525878906,47.99250030517578,47.5525016784668,47.807498931884766,45.44709777832031,73234000,AAPL
2018-06-12,47.84749984741211,48.15250015258789,47.78749847412109,48.06999969482422,45.69663238525391,67644400,AAPL
2018-06-13,48.10499954223633,48.220001220703125,47.61000061035156,47.67499923706055,45.32112884521485,86553600,AAPL
2018-06-14,47.88750076293945,47.89250183105469,47.55500030517578,47.70000076293945,45.34490203857422,86440400,AAPL
2018-06-15,47.50749969482422,47.540000915527344,47.06499862670898,47.209999084472656,44.879093170166016,246876800,AAPL
2018-06-18,46.970001220703125,47.30500030517578,46.79999923706055,47.185001373291016,44.85533142089844,73939600,AAPL
2018-06-19,46.28499984741211,46.58250045776367,45.86249923706055,46.42250061035156,44.13047409057617,134314000,AAPL
2018-06-20,46.587501525878906,46.79999923706055,46.432498931884766,46.625,44.32297897338867,82514800,AAPL
2018-06-21,46.8125,47.087501525878906,46.23500061035156,46.3650016784668,44.075809478759766,102847600,AAPL
2018-06-22,46.52999877929688,46.53749847412109,46.17499923706055,46.22999954223633,43.94747161865234,108801600,AAPL
2018-06-25,45.84999847412109,46.22999954223633,45.182498931884766,45.54249954223633,43.29392623901367,126652400,AAPL
2018-06-26,45.747501373291016,46.63249969482422,45.6349983215332,46.10749816894531,43.83102416992188,98276800,AAPL
2018-06-27,46.307498931884766,46.81999969482422,46.00749969482422,46.040000915527344,43.76686477661133,101141200,AAPL
2018-06-28,46.025001525878906,46.5525016784668,45.95000076293945,46.375,44.0853157043457,69460800,AAPL
2018-06-29,46.5724983215332,46.79750061035156,45.727500915527344,46.27750015258789,43.99263381958008,90950800,AAPL
2018-07-02,45.95500183105469,46.82500076293945,45.85499954223633,46.79499816894531,44.48458099365234,70925200,AAPL
2018-07-03,46.9474983215332,46.98749923706055,45.8849983215332,45.97999954223633,43.7098274230957,55819200,AAPL
2018-07-05,46.31499862670898,46.602500915527344,46.06999969482422,46.34999847412109,44.06154251098633,66416800,AAPL
2018-07-06,46.35499954223633,47.10749816894531,46.29999923706055,46.99250030517578,44.67231750488281,69940800,AAPL
2018-07-09,47.375,47.66999816894531,47.32500076293945,47.64500045776367,45.29261016845703,79026400,AAPL
2018-07-10,47.6775016784668,47.81999969482422,47.54499816894531,47.587501525878906,45.23795318603516,63756400,AAPL
2018-07-11,47.125,47.44499969482422,46.90250015258789,46.970001220703125,44.65093994140625,75326000,AAPL
2018-07-12,47.38249969482422,47.852500915527344,47.32749938964844,47.75749969482422,45.39956283569336,72164400,AAPL
2018-07-13,47.77000045776367,47.959999084472656,47.72499847412109,47.83250045776367,45.470848083496094,50055600,AAPL
2018-07-16,47.880001068115234,48.16249847412109,47.60499954223633,47.727500915527344,45.37105178833008,60172400,AAPL
2018-07-17,47.4375,47.96749877929688,47.29999923706055,47.86249923706055,45.49936676025391,62138000,AAPL
2018-07-18,47.94499969482422,47.95000076293945,47.48249816894531,47.59999847412109,45.24982452392578,65573600,AAPL
2018-07-19,47.42250061035156,48.13750076293945,47.42250061035156,47.970001220703125,45.6015625,81147200,AAPL
2018-07-20,47.94499969482422,48.10749816894531,47.54249954223633,47.86000061035156,45.49699401855469,82704800,AAPL
2018-07-23,47.66999816894531,47.9900016784668,47.38999938964844,47.90250015258789,45.53739547729492,63957600,AAPL
2018-07-24,48.11249923706055,48.415000915527344,48.01250076293945,48.25,45.86774826049805,74791600,AAPL
2018-07-25,48.26499938964844,48.712501525878906,48.10749816894531,48.70500183105469,46.30027389526367,66839600,AAPL
2018-07-26,48.65250015258789,48.9900016784668,48.40250015258789,48.5525016784668,46.15530014038086,76304000,AAPL
2018-07-27,48.747501373291016,48.79750061035156,47.525001525878906,47.744998931884766,45.38768005371094,96096000,AAPL
2018-07-30,47.97499847412109,48.04999923706055,47.26750183105469,47.477500915527344,45.13338851928711,84118000,AAPL
2018-07-31,47.57500076293945,48.03499984741211,47.334999084472656,47.5724983215332,45.22368621826172,157492000,AAPL
2018-08-01,49.782501220703125,50.43999862670898,49.32749938964844,50.375,47.887821197509766,271742800,AAPL
2018-08-02,50.14500045776367,52.095001220703125,50.087501525878906,51.84749984741211,49.2876205444336,249616000,AAPL
2018-08-03,51.75749969482422,52.185001373291016,51.369998931884766,51.997501373291016,49.43021011352539,133789600,AAPL
2018-08-06,52.0,52.3125,51.76750183105469,52.26750183105469,49.68688583374024,101701600,AAPL
2018-08-07,52.33000183105469,52.375,51.68999862670898,51.77750015258789,49.22107696533203,102349600,AAPL
2018-08-08,51.51250076293945,51.95249938964844,51.130001068115234,51.8125,49.25434112548828,90102000,AAPL
2018-08-09,52.38249969482422,52.44499969482422,51.79999923706055,52.220001220703125,49.6417236328125,93970400,AAPL
2018-08-10,51.84000015258789,52.275001525878906,51.66749954223633,51.88249969482422,49.49386215209961,98444800,AAPL
2018-08-13,52.32749938964844,52.73749923706055,51.92499923706055,52.21749877929688,49.81344223022461,103563600,AAPL
2018-08-14,52.540000915527344,52.63999938964844,52.06499862670898,52.4375,50.02331161499024,82992000,AAPL
2018-08-15,52.30500030517578,52.685001373291016,52.08250045776367,52.560001373291016,50.14017868041992,115230400,AAPL
2018-08-16,52.9375,53.45249938964844,52.86750030517578,53.33000183105469,50.87472915649414,114001600,AAPL
2018-08-17,53.36000061035156,54.48749923706055,53.290000915527344,54.39500045776367,51.89069747924805,141708000,AAPL
2018-08-20,54.525001525878906,54.79499816894531,53.77750015258789,53.8650016784668,51.38510513305664,121150800,AAPL
2018-08-21,54.20000076293945,54.29750061035156,53.50749969482422,53.7599983215332,51.28492736816406,104639200,AAPL
2018-08-22,53.525001525878906,54.09000015258789,53.459999084472656,53.76250076293945,51.28731536865234,76072400,AAPL
2018-08-23,53.66249847412109,54.26250076293945,53.650001525878906,53.872501373291016,51.39224624633789,75532800,AAPL
2018-08-24,54.150001525878906,54.22499847412109,53.77750015258789,54.040000915527344,51.552040100097656,73905600,AAPL
2018-08-27,54.28749847412109,54.685001373291016,54.08250045776367,54.48500061035156,51.97655487060547,82100400,AAPL
2018-08-28,54.75249862670898,55.1349983215332,54.72999954223633,54.92499923706055,52.39628601074219,91107200,AAPL
2018-08-29,55.03749847412109,55.872501373291016,54.852500915527344,55.744998931884766,53.17853164672852,109019200,AAPL
2018-08-30,55.8125,57.06499862670898,55.59999847412109,56.25749969482422,53.66743850708008,195175200,AAPL
2018-08-31,56.62749862670898,57.21749877929688,56.5,56.907501220703125,54.28751754760742,173360400,AAPL
2018-09-04,57.102500915527344,57.29499816894531,56.657501220703125,57.09000015258789,54.46161651611328,109560400,AAPL
2018-09-05,57.247501373291016,57.41749954223633,56.275001525878906,56.71749877929688,54.10626602172852,133332000,AAPL
2018-09-06,56.557498931884766,56.837501525878906,55.32500076293945,55.775001525878906,53.2071647644043,137160000,AAPL
2018-09-07,55.462501525878906,56.34249877929688,55.1775016784668,55.32500076293945,52.77788162231445,150479200,AAPL
2018-09-10,55.23749923706055,55.462501525878906,54.11750030517578,54.58250045776367,52.069557189941406,158066000,AAPL
2018-09-11,54.50249862670898,56.07500076293945,54.13999938964844,55.962501525878906,53.38603973388672,142996000,AAPL
2018-09-12,56.23500061035156,56.25,54.959999084472656,55.26750183105469,52.7230339050293,197114800,AAPL
2018-09-13,55.880001068115234,57.087501525878906,55.64250183105469,56.602500915527344,53.99655532836914,166825600,AAPL
2018-09-14,56.4375,56.709999084472656,55.630001068115234,55.959999084472656,53.38364410400391,127997200,AAPL
2018-09-17,55.53749847412109,55.73749923706055,54.317501068115234,54.470001220703125,51.96223831176758,148780400,AAPL
2018-09-18,54.4474983215332,55.462501525878906,54.27999877929688,54.560001373291016,52.048099517822266,126286800,AAPL
2018-09-19,54.625,54.90499877929688,53.82500076293945,54.59249877929688,52.0791015625,108495200,AAPL
2018-09-20,55.060001373291016,55.56999969482422,54.78749847412109,55.00749969482422,52.47498321533203,106435200,AAPL
2018-09-21,55.19499969482422,55.34000015258789,54.3224983215332,54.415000915527344,51.909767150878906,384986800,AAPL
2018-09-24,54.20500183105469,55.31499862670898,54.157501220703125,55.1974983215332,52.65625,110773600,AAPL
2018-09-25,54.9375,55.70500183105469,54.92499923706055,55.54750061035156,52.99013519287109,98217600,AAPL
2018-09-26,55.25,55.9375,54.93999862670898,55.10499954223633,52.56800842285156,95938800,AAPL
2018-09-27,55.95500183105469,56.61000061035156,55.8849983215332,56.23749923706055,53.64836883544922,120724800,AAPL
2018-09-28,56.1974983215332,56.459999084472656,56.005001068115234,56.435001373291016,53.83677673339844,91717600,AAPL
2018-10-01,56.98749923706055,57.35499954223633,56.587501525878906,56.81499862670898,54.19927215576172,94403200,AAPL
2018-10-02,56.8125,57.5,56.657501220703125,57.31999969482422,54.68102264404297,99152800,AAPL
2018-10-03,57.51250076293945,58.36750030517578,57.44499969482422,58.01750183105469,55.34642028808594,114619200,AAPL
2018-10-04,57.69499969482422,58.087501525878906,56.682498931884766,56.997501373291016,54.37337112426758,128168000,AAPL
