Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2014-01-02,19.845714569091797,19.89392852783203,19.71500015258789,19.754642486572266,17.273225784301758,234684800,AAPL
2014-01-03,19.7450008392334,19.774999618530273,19.301071166992188,19.320714950561523,16.893808364868164,392467600,AAPL
2014-01-06,19.194643020629883,19.5285701751709,19.05714225769043,19.426071166992188,16.985925674438477,412610800,AAPL
2014-01-07,19.440000534057617,19.498571395874023,19.211429595947266,19.28714370727539,16.864458084106445,317209200,AAPL
2014-01-08,19.243213653564453,19.484285354614258,19.238929748535156,19.409286499023438,16.971254348754883,258529600,AAPL
2014-01-09,19.5285701751709,19.53071403503418,19.11964225769043,19.161428451538086,16.75452995300293,279148800,AAPL
2014-01-10,19.27964210510254,19.314285278320312,18.96821403503418,19.033571243286133,16.642730712890625,304976000,AAPL
2014-01-13,18.925357818603516,19.375,18.924285888671875,19.133214950561523,16.729862213134766,378492800,AAPL
2014-01-14,19.222143173217773,19.526071548461914,19.2021427154541,19.51392936706543,17.0627498626709,332561600,AAPL
2014-01-15,19.768571853637695,20.007143020629883,19.7021427154541,19.90571403503418,17.405324935913086,391638800,AAPL
2014-01-16,19.81785774230957,19.887500762939453,19.702856063842773,19.79464340209961,17.30820655822754,229278000,AAPL
2014-01-17,19.695714950561523,19.716785430908203,19.282142639160156,19.309642791748047,16.88412857055664,426739600,AAPL
2014-01-21,19.32107162475586,19.645357131958008,19.30071449279785,19.609643936157227,17.14644432067871,328526800,AAPL
2014-01-22,19.675357818603516,19.903213500976562,19.56464385986328,19.696786880493164,17.222640991210938,379985200,AAPL
2014-01-23,19.640714645385742,19.875,19.457500457763672,19.863571166992188,17.36847496032715,403239200,AAPL
2014-01-24,19.78571319580078,19.843570709228516,19.45535659790039,19.502500534057617,17.05276107788086,429354800,AAPL
2014-01-27,19.645357131958008,19.814285278320312,19.491071701049805,19.66071319580078,17.19109535217285,554878800,AAPL
2014-01-28,18.170000076293945,18.39285659790039,17.93107032775879,18.08928680419922,15.817063331604004,1065523200,AAPL
2014-01-29,17.998214721679688,18.120357513427734,17.807857513427734,17.883928298950195,15.637494087219238,502810000,AAPL
2014-01-30,17.947856903076172,18.08928680419922,17.739286422729492,17.849285125732422,15.607207298278809,678501600,AAPL
2014-01-31,17.684999465942383,17.911785125732422,17.626785278320312,17.878570556640625,15.632820129394531,464797200,AAPL
